transact_id,query,click_on_pictures
639,схема микроволновой печи,0
640,выкройка кимоно,1
641,вязанные шапочки для новорожденных,0
642,хот вилс игрушки,0
643,упражнения для внутренней стороны бедра,1
644,цветок женское счастье,0
645,модные футболки 2013,1
646,ранункулюс посадка и уход,0
647,бытовка дачная,0
648,букет невесты из пионов,0
649,дерево из бисера своими руками,0
650,детские тортики,0
651,калган,0
652,жуки вредители,0
653,раздвижные двери гармошка,0
654,ремонт прихожей,1
655,плиткорез ручной,0
656,надписи,0
657,роберт паттинсон последние новости,0
658,новый афон абхазия,0
659,уход за томатами,0
660,бузулукский бор,0
661,пляж рублево,0
662,самодельный самолет,0
663,капитан прайс,0
664,кто родится мальчик или девочка таблица,0
665,розы вьющиеся,1
666,координатные четверти,0
667,новорожденные,1
668,лариса удовиченко,0
669,выходные и праздничные дни в 2013 году,0
670,карты мира,0
671,сказки дядюшки римуса,0
672,фэн шуй дома,1
673,флегмона,0
674,сочетание цветов и оттенков,0
675,поплавки для рыбалки,0
676,автомобиль ока,1
677,adam lambert,0
678,шашлыки,0
679,посаженные приоры,0
680,святая валентина,0
681,алиева лейла,0
682,мини бультерьер,0
683,настилка деревянных полов,0
684,что стало с бывшими участниками дома 2,0
685,киа церато отзывы,0
686,санатории алтайского края,0
687,образец объяснительной записки,1
688,игра снайпер 2,1
689,розмарин в кулинарии,0
690,дракулаура,0
691,газовая горелка,0
692,рисунки для выжигания,0
693,заборы из поликарбоната,1
694,золотая бухта геленджик,1
695,баклажан,0
696,цветы из полимерной глины мастер класс,0
697,смета,1
698,яглыч,0
699,новый уренгой,1
700,теракт в бостоне,0
701,магнитные браслеты,0
702,маринованные кабачки,0
703,алина кабаева родила,0
704,мопед альфа спорт,1
705,бабочки рисунки,0
706,ghb j bt,0
707,алия назарбаева,1
708,лямбда зонд bosch,0
709,новый уренгой карта,0
710,монастырь в серафимовиче,1
711,dodge daytona,1
712,группа любовные истории первый состав,0
713,контрольная работа по химии 8 класс,0
714,бортовой компьютер на ваз 2114,0
715,тумбы под телевизор,0
716,адлер курортный городок,0
717,тонзиллит,0
718,толстушки,0
719,хламидиоз у мужчин,0
720,синтаксический разбор предложения,0
721,собаку укусил клещ,1
722,бандо для штор,0
723,израильские девушки,1
724,юлия харламова жена гарика,0
725,ловушки для комаров,0
726,поход дятлова,0
727,матрикс краска для волос,0
728,раскраски человек паук,0
729,открытка с днем рождения мужчине коллеге,0
730,поделки из салфеток бумажных,0
731,зоны фэн шуй,0
732,открытки с днем россии,0
733,карта метро киева,1
734,беременность по неделям,1
735,бен 10,0
736,орнамент рисунки,1
737,зая,0
738,наколки вдв,0
739,мягкие игрушки,1
740,ниссан микро,0
741,форд мондео 2013,0
742,пэрис хилтон,0
743,зальцбург достопримечательности,0
744,плетение косичек обучение видео,0
745,сухая мозоль,0
746,удобрения для клубники,1
747,моряки,1
748,bmw m5 e60,0
749,баскетбольная площадка размеры,1
750,микки рурк в молодости,0
751,вязание спицами тапочки,1
752,обрезка молодых яблонь,0
753,варианты клумб,1
754,шьем сами детям,0
755,филиппины карта,0
756,модели в бикини,0
757,письма ветеранам,0
758,тянь шань горы,1
759,псориаз ногтей лечение,1
760,болезни озимой пшеницы,0
761,цветочный орнамент,0
762,мумбай отель с бассейном в каждом номере,0
763,пол на лоджии,0
764,крючки на карася,0
765,американские фургоны,0
766,знаменитости в неглиже,0
767,нельма,0
768,гш 18,0
769,барбикю,0
770,аэс,0
771,проекты домов на склоне,0
772,тату на животе,0
773,расстрел в белгороде,1
774,шишковидная железа,0
775,гольфстрим остановился,0
776,отсосу за рубли,0
777,рокуэлл кент,0
778,туалет и душ для дачи,1
779,доди аль файед,1
780,обновленный суперб,0
781,шторы для балкона,1
782,держатели для видеорегистраторов,0
783,вечерняя прическа на средние волосы,0
784,купальники для девочек подростков,0
785,болезни сливы,0
786,клетчатка,0
787,причёски на короткие волосы,0
788,душевая кабина для дачи,0
789,вольское высшее военное училище тыла,0
790,анна иванович,0
791,контактный рельс в метро,0
792,свечи от молочницы,0
793,форестер,0
794,кошка медведева,1
795,записки о здравии и упокоении,0
796,поздравление с 45 летием,0
797,пробки в ушах,0
798,зеркало заднего вида с монитором,1
799,тойота филдер,0
800,как выглядят клопы,1
801,дом на колесах,0
802,justin bieber,0
803,посадка огурцов,0
804,развивающие мультфильмы для малышей,1
805,сорняки,0
806,оптина пустынь монастырь,0
807,марина дюжева,0
808,брокколи,0
809,герметик для деревянных домов,0
810,игры друзья ангелов,0
811,таурег,0
812,поддон для душа,0
813,осетины,1
814,гель лак для ногтей,0
815,авария во владимирской области,1
816,коса,0
817,чит на вормикс,0
818,красивый огород,0
819,узел морковка,1
820,качели своими руками чертежи,0
821,проэкты бань,1
822,бывшая девушка евгения левченко,1
823,риб лодки,0
824,санта димопулос биография,0
825,контурная карта европы,0
826,художник константин васильев,0
827,размер мангала,1
828,трейси лорд,0
829,колывань алтайский край,0
830,заваратнюк,0
831,под дождем,1
832,шведская стенка своими руками,0
833,мужские аватарки,1
834,крем от солнечных ожогов,0
835,жуки в квартире,0
836,самая красивая девочка,0
837,куклы вуду,0
838,клип дочери кадырова,1
839,паутинный клещ,0
840,capella,0
841,ланы дель рей,0
842,противогрибковые препараты,0
843,опель астра gtc,0
844,красные родинки причина появления,1
845,aquila тагаз,1
846,людмила нарусова,0
847,araba oyunlari oyna,0
848,мини купер цена,0
849,антарктида,0
850,летний комбинезон,0
851,школьная форма на последний звонок,0
852,фата для невесты,0
853,озеро медвежье курганская область,0
854,пионы пересадка,0
855,на рабочий стол обои,0
856,селигер карта,1
857,кухня гостиная планировка,0
858,шаблоны для портфолио начальных классов,0
859,детские чемоданы на колесиках,1
860,тачки 2 игры,0
861,человеческая многоножка 2,0
862,мой ласковый и нежный зверь вальс,0
863,ламбрекены выкройки,0
864,стиральная машинка под раковину,0
865,противовоспалительные свечи,1
866,красивые арты,1
867,воспаление седалищного нерва,0
868,почему путин краб,0
869,клопы постельные,0
870,поделки для детского сада,0
871,блондинки со спины,0
872,самый большой бицепс в мире,0
873,схема аэропорта шарль де голь,1
874,как накрыть стол на день рождения,0
875,напутствие первокласснику,1
876,северный урал,0
877,интимная пластика,0
878,лада гранта,1
879,ай ай,0
880,салат из языка,0
881,строительство домов,0
882,цветники из многолетников,0
883,евпатория частный сектор,0
884,роберто кавалли,0
885,оригинальные подарки на свадьбу,1
886,декоративные решетки для радиаторов,0
887,ремонт в ванной своими руками,0
888,интерьер для детской комнаты,0
889,елена и дэймон,0
890,монастыри афона,0
891,вышивка лентой,0
892,рахит у собак,0
893,певцов дмитрий сын,0
894,пол 3 д,1
895,карта цветов,1
896,ресторан виноградник,0
897,воздухозаборник на капот,0
898,русский той,0
899,торт пражский рецепт,0
900,карта албены,0
901,anime ru,0
902,сабрина беби,1
903,деревянные садовые качели,0
904,отделка стен на кухне,1
905,кемер,0
906,анимашки,0
907,женское счастье цветок,0
908,кровля из металлочерепицы,0
909,шилак,1
910,трофейная рыбалка игра,1
911,болезни сирени,0
912,мебель под старину,0
913,тампоны для девочек,0
914,вешенки,0
915,владислав котлярский,1
916,модели платьев для полных женщин,0
917,канарейки,0
918,ионическое море,0
919,аватары для скайпа,0
920,ольга жданова,0
921,рецепты для майнкрафт 1 5 2,0
922,кукольный театр своими руками,0
923,проставки под пружины,0
924,самый быстрый браузер,0
925,зеленогорск ленинградская область,1
926,полочки своими руками,0
927,цирроз печени симптомы,1
928,крокус,1
929,евгений родионов,0
930,игра барби салон красоты,0
931,карабин мосина,0
932,конфетные букеты своими руками,0
933,энн хэтэуэй,0
934,ноты для синтезатора,0
935,комиксы,0
936,приколы видео бесплатно,0
937,уаз патриот,0
938,джили мк,0
939,лакби,0
940,детские раскраски онлайн,0
941,образец гарантийного письма,0
942,игры принцессы диснея,0
943,французские шторы,1
944,nine west,1
945,убийство уварова,0
946,печерский монастырь,0
947,новоиерусалимский монастырь истра,1
948,декупаж пасхальных яиц,0
949,александр юдин хоккей,0
950,наклейки на мотоциклы,0
951,водка белочка я пришла,1
952,сюрпризы для любимого,0
953,идеи для кухни своими руками,0
954,мир увлечений садовый центр,0
955,рязанское училище вдв,0
956,структура отдела продаж,0
957,дизаин квартир,0
958,болезни абрикос,0
959,перчатки для турника,0
960,vacheron constantin geneve,0
961,шляпка своими руками,0
962,гимнастика анохина,0
963,домик для барби своими руками,0
964,капкейки на заказ,0
965,судомоделизм чертежи парусников,0
966,лосось,0
967,красивые телки,0
968,уроки макияжа,0
969,декор стен,0
970,спутниковые карты высокого разрешения,0
971,актриса ольга прохватыло,0
972,ирада зейналова,1
973,бро,1
974,таблица косинусов и синусов,0
975,сборная ссср по хоккею 1972 года,0
976,орден красной звезды,0
977,мопед,0
978,дербент,1
979,барби игры для девочек,0
980,подводный мир видео,0
981,штрудель из слоеного теста,0
982,пирог с маком,0
983,рецепты салаты,0
984,дочь валентины терешковой елена,1
985,парад цветов в амстердаме 2013,0
986,мини бани для дачи,0
987,очки капли,0
988,пол в деревянном доме,1
989,благодарности родителям,0
990,маленькие девочки,1
991,верасы,0
992,система минус 60,1
993,одежда для беременных,1
994,капельное орошение,0
995,запеченные баклажаны,0
996,суперсерия ссср канада,0
997,воронцовский парк в москве,0
998,доберман пинчер,0
999,устройство крыши,0
1000,цветной френч,0
1001,мастит у собак,0
1002,новороссийск достопримечательности,0
1003,пирамиды в боснии,0
1004,таджикистан душанбе,0
1005,маникюр по фен шуй,0
1006,снимки космоса,0
1007,дизайн в доме,0
1008,дочь джонни деппа,0
1009,барби игры 2,0
1010,космические поделки,0
1011,ряд напряжения металлов,0
1012,открытки с 9мая,0
1013,стоимость ордена ленина,0
1014,тату с именами,0
1015,дизайн длинной комнаты,0
1016,11 одшбр,0
1017,тильды выкройки мастер класс,0
1018,оригинальные шкафы купе,1
1019,рак у кошек,0
1020,санаторий надежда г анапа,0
1021,болячки на языке,0
1022,приманки для карася,0
1023,шоу один в один 5 выпуск,0
1024,наборы монет,0
1025,диски на рено дастер,0
1026,флаг и герб россии,0
1027,музей пыток гаага,0
1028,аватарки на скайп,1
1029,костюм для жениха,0
1030,памятник воину освободителю в берлине,0
1031,машина десятка,0
1032,портрет николая 2,0
1033,погода в пгт сарата одесской области,1
1034,карта восточной германии,0
1035,ванны маленькие,0
1036,немецкая форма второй мировой войны,0
1037,биография джеки чана,0
1038,детские пригласительные на день рождения,0
1039,классификация растений таблица,1
1040,места силы в крыму,0
1041,новогорск на карте,0
1042,дверное полотно,0
1043,женщины культуристы,0
1044,тюнинг лифан солано,0
1045,сделай сам шкаф купе,0
1046,торт рубашка,0
1047,доверенность на получение товара бланк,0
1048,над деревней клюевкой,0
1049,джиг приманки,1
1050,бенгальская кошка характер,0
1051,плавник,0
1052,children in cinema,0
1053,внутренняя отделка дачи,1
1054,буровые установки на воду,0
1055,перенос праздничных дней в 2013 году,0
1056,великая отечественная война,0
1057,майн кун,0
1058,мозг,0
1059,id предметов в minecraft,0
1060,потолочные плитки,0
1061,хочу к тебе,0
1062,церковь в дубровицах,0
1063,сталик ханкишиев видео,0
1064,гидроцефалия головного мозга,0
1065,лада 4х4,1
1066,графические диктанты,0
1067,музыка из мультфильмов,0
1068,валентина матвиенко,0
1069,вячеслав малафеев,0
1070,вологодское кружево,0
1071,мангал из кирпича чертеж,0
1072,cj frb,0
1073,поселок витязево,0
1074,загадки про транспорт,0
1075,рисунок на свободную тему,0
1076,что такое неокуб,1
1077,какая группа крови может быть у ребенка,0
1078,стрижки женские для круглого лица,0
1079,маленькие голые девочки,1
1080,штукатурка печей,1
1081,интимные женские стрижки,0
1082,карта советска калининградской области,0
1083,планировка дачного участка 12 соток,0
1084,виды жуков,0
1085,рисунки цветы,0
